Beatmap,SR,Objects,Variety,Spikiness,Switch
222331 | Toki wo Kizamu Uta [7K MX],4.0501,1264,3.6831,1.1416,1.0002
"282293 | Anisakis -somatic mutation type ""Forza""- [LV.22]",4.0484,1051,3.9111,1.2094,0.9687
2763838 | 4172756869 (isagen remix) (Cut Ver.) [7k hard],4.0453,1595,3.6169,1.0219,1.0258
333855 | Bad Apple!! (REDALiCE Remix) [Lv.18 7K],4.0447,2073,3.7031,1.1607,0.9692
4404682 | Everlasting Eternity [Ceaseless],4.0446,3080,4.1680,1.1681,1.0095
1337025 | Piano 7K BMS Pack [DJ YOSHITAKA - Albida],4.0439,1308,3.5487,1.1244,0.9429
3189159 | Rainbow Magic!! [Hard],4.0409,1251,3.2601,1.0877,1.0767
416267 | MEGITSUNE [7K HD],4.0408,2252,3.8192,1.1069,1.0281
2144347 | walking to school trippin [advanced],4.0397,1606,3.9661,1.0638,0.9735
233390 | Big Money [Saka's HD],4.0378,1556,3.7697,1.1612,0.9291
1044901 | Ultimate Fate [Hyper],4.0377,1077,3.9605,1.1692,0.9596
3329336 | Inori no Uta (TV Size) [Hard],4.0346,208,4.7758,1.1182,1.0089
4129363 | TuNGSTeN [_RK's 7K Insane],4.0340,1964,3.2670,1.1011,0.8646
580853 | Whisper of Rose [Another],4.0339,1092,3.4691,1.2336,0.8202
"3985027 | Kodou (TV Size) [She had died, but still in your ""Heart"" // 7K]",4.0286,609,3.9775,1.2200,0.8532
3563176 | GuNGNiR [Another],4.0285,1250,3.7722,1.1283,1.0337
4619192 | Prismatic Lollipops [Lv. 4 | Hard],4.0269,1045,3.5681,1.0375,1.0147
884261 | * Crow Solace * [Zan's 7K Hyper],4.0261,1173,3.8460,1.0813,0.9891
4675794 | Shikairo Days (TV Size) [McEndu's Hard],4.0259,1003,3.5513,1.0411,0.9333
628055 | Delrio [7K Hard],4.0246,1701,4.0898,1.0606,0.9987
4489802 | Halka Kanata [KuroOkami's Hyper],4.0231,1639,3.5441,1.0631,0.9993
2426272 | Su-Suki Nanka Janai! [Cocoa's Hard],4.0218,948,3.6984,1.0533,0.9374
1130573 | Alice in Misanthrope -Ensei Alice- [Hyper],4.0200,1594,3.6533,1.0983,0.9485
2327229 | We Want To Run [Hyper],4.0179,1934,3.7978,1.0741,0.9888
"4815705 | Setsugetsu Ouka no Kuni [Land of Snow, Moon, Cherry Blossoms and Flowers]",4.0155,173,4.1630,1.0469,0.9765
2590135 | Summer [7K Expert],4.0147,1902,3.8561,1.1557,0.9483
3749595 | Yumemigokochi [Hard],4.0144,104,4.5228,1.0132,0.9928
1337031 | Piano 7K BMS Pack [fripSide - Level 5 -judgelight-],4.0133,3428,3.2551,1.1316,0.9338
4267484 | Shoujo Rei [Life flashes before my eyes],4.0127,2221,4.0009,1.1892,0.9726
2620595 | Shinjuku Cinema Connection (kaishiki) [Hard],4.0081,1564,3.9799,1.1370,0.9739
368048 | Born to Be (TV Size) [7K MX],4.0075,838,3.4931,1.0725,0.9764
866259 | Ghostly Band ~ Phantom Ensemble [HD],4.0069,1725,3.7494,1.1007,0.9288
4307604 | Natsuiro Present (TV Size) [Present],4.0027,903,3.5802,1.0541,0.9449
392004 | Monster (DotEXE Remix) [Zillah's 7K Insane],4.0023,886,3.9834,1.1211,0.9286
4509019 | flora (Short Ver.) [mysterious journey],4.0020,914,3.2843,1.0839,0.9258
3302624 | Viyella's Tears [ADVANCED],4.0013,1542,3.7991,1.0505,1.0737
1006236 | citanLu [Hyper],4.0012,1420,3.7077,1.0910,1.0119
1188785 | Kengen / great three [Hard],3.9986,1619,3.7965,1.0967,1.0173
1322794 | Piano 7K BMS Pack [Machico - Tomorrow],3.9967,1217,3.1536,1.1233,0.9203
2533455 | Moon-gate [Hard],3.9946,1511,3.2163,0.9883,1.0530
3487937 | Evanescent Edge [Hard],3.9935,1593,3.7240,1.0402,1.0219
4626778 | Tsunagaru Connect (TV Size) [Hard],3.9927,929,3.6674,1.0751,0.9636
2208240 | Oceanus [Reba's Hard],3.9922,1377,3.5580,1.0571,0.9696
4330193 | Maple Trick [Hyper],3.9883,1609,3.6434,1.0901,0.9347
3397641 | LAISSEZ : FAIRE [Maxus' Hard],3.9870,1141,3.6212,1.0718,1.0231
1063561 | The Asterisk War [7K Insane],3.9869,1018,3.5055,1.0525,1.0143
413033 | Miracle 5ympho X [7K Another],3.9867,1228,3.4918,1.1741,0.9780
771274 | Kakushinteki*Metamaruphose! [7K Lv.16],3.9856,903,3.7968,1.0565,1.0445
4059969 | Fallen Down [Terni's Advanced],3.9842,198,3.4262,1.0155,1.0589
2091017 | Re:lation [Re:Hard],3.9832,579,3.7555,1.1780,0.9235
709786 | Uchouten Vivace [Kawa's Hard],3.9829,1237,3.6239,1.1712,0.9446
548005 | Quo Vadis [7K HD],3.9814,1391,3.7637,1.1766,0.9719
1311719 | Piano 7K BMS Pack [Ryu - I'm so Happy],3.9797,1019,3.4698,1.1748,0.8097
385623 | Fight 4 Real (TV Size) [7K Lv. 21],3.9795,723,3.8980,1.1991,0.9773
787134 | My Dear Girl (short Ver) [yoshilove's 7K HD],3.9793,777,4.2288,1.1516,0.9472
4523790 | Hanataba wo Tsurugi ni [7K Hard],3.9765,344,3.3262,0.9863,1.0568
250315 | Rhythmical Planet [Hard],3.9717,2074,3.8979,1.1763,0.9607
4226511 | Neppa feat. Butter [7K Hard],3.9717,779,3.4952,0.9846,0.9581
2674510 | Schranz Shot [ExNeko's Another],3.9711,1141,3.2922,1.1363,1.0091
2027280 | Melty Sweets [Amii's ADVANCED],3.9674,1211,3.7744,1.0872,0.9719
4248338 | No buts! (TV Size) [Insane],3.9674,1081,3.4580,1.1614,0.9266
1584569 | GALAXY BURST [Hard],3.9672,2307,3.8668,1.1381,0.9889
4778986 | Fractured Heaven [Insane],3.9670,1920,3.6007,1.1634,1.0273
2608329 | Mikazuki Resize [Blueprint // 7K Hyper],3.9659,1966,4.0082,1.0602,0.9844
3567958 | Salamander feat. Hatsune Miku [Hard],3.9652,1625,3.6302,1.0471,0.9426
355922 | Complex Image [richard's Lv.23],3.9649,1069,3.6534,1.1297,0.9562
1028777 | Inverse World [Reba's Hyper],3.9622,1178,3.7936,1.1447,0.9653
1126760 | REANIMATE [Primi motus / Blocko's 7K Hyper],3.9601,1172,4.1954,1.2394,0.9348
2627483 | Lantinid [Hard],3.9596,952,3.7916,1.0871,0.9910
377379 | Dead [Collab Marathon],3.9581,3258,3.8503,1.1623,0.9445
351344 | Grow Slowly (TV Size) [Bobbias' 7K MX],3.9580,678,4.0555,1.0803,0.9599
2096536 | Sacrifice [DH's Hard],3.9550,2395,3.7477,1.0877,0.9306
260189 | Yubi Bouenkyou (TV Size) [17VA's Magi [Insane]],3.9537,845,3.4543,1.0335,0.9280
395779 | SUPER HERO [Another],3.9494,827,3.6095,1.1585,0.9208
362574 | freak of nature: start [Freak Out],3.9435,1642,3.4253,1.1882,0.9754
4148075 | DESTINY [Hard],3.9402,1300,3.9825,1.1110,0.9947
1679795 | Last Resort [Reba's HYPER],3.9399,1256,3.8357,1.0856,1.0382
553621 | Ningen Shikkaku [LordRaika's 7K HD],3.9382,2494,3.6750,1.1938,0.9252
4065225 | Eviternity [Hyper],3.9343,1344,3.8983,1.1194,1.0303
392532 | Sleeping Butterfly [Lv.25],3.9329,2702,3.7401,1.1779,0.9952
4313964 | I lost it all when you were in Yunlin [7K Hard],3.9322,1051,3.7767,1.0157,1.0025
889963 | Horang Pungryuga [Teleport's HD],3.9322,929,3.7932,1.1730,0.9130
687322 | Everlasting Message [EXHAUST],3.9290,1178,3.8025,1.2400,0.9085
904464 | Wish upon Twin Stars [Hard],3.9287,1094,3.9970,1.0838,1.0027
3873784 | Ocean Blue [Blocko's Insane],3.9276,2165,3.0536,1.0387,0.8634
3049498 | Summoning 101 [RiP's Hard],3.9270,1498,3.8138,1.0508,0.9289
4111789 | Midnight Musing [hard],3.9246,119,4.0964,1.0415,0.9844
3382307 | Alethea (TV Size) [Einen's Hard],3.9225,721,4.0135,1.1141,1.0007
1145469 | squartatrice [Hyper],3.9213,1445,3.6231,1.1215,0.9407
1072787 | Second Run (Core Mix) [Hyper],3.9202,1301,3.6379,1.0300,0.9574
192345 | Oni Kanojo [Hard],3.9194,1835,3.9177,1.2871,0.9284
3209089 | Kyu~Mai*flower [Hard],3.9193,1024,3.5461,1.0187,0.9431
4631065 | T.B.H [Hard],3.9126,1523,3.9129,1.0931,0.9623
1035078 | Hesperides [Hard],3.9088,971,3.9659,1.1050,0.9893
3393993 | Nimble as Lightning [7K Hard],3.9083,466,3.9396,1.1094,0.9853
892052 | -+ [pw's 7K Hyper],3.9062,826,4.0621,1.1967,0.9900
1704900 | NO NIGHT MORE SOUL! [Rem's HYPER!],3.9038,1483,3.4914,1.1310,0.9825
1940572 | Light in Baby Tree [germination (hard)],3.8993,668,4.6083,1.1328,1.0088
965651 | Regular Dan Phase I [0th Dan (Marathon)],3.8982,4115,3.8803,1.1581,0.9388
3678309 | OveR (TV Size) [7K Hard],3.8979,803,3.8100,1.0982,0.9374
2276646 | Gangu Kyou Sou Kyoku -Shuuen- [7K EXPERT],3.8966,1256,4.0813,1.1244,0.9973
774997 | River Flows in You (LR Mix) [7K Insane],3.8953,1341,3.7348,1.2443,0.9279
4654129 | Sunao ni Naritai (osu! Edit Ver.) [Hard],3.8941,1312,3.5590,1.1290,0.9249
595725 | starlog [LordRaika's Hard],3.8939,2143,4.0455,1.1596,0.9397
2706982 | Star of the COME ON!! [HYPER!!],3.8929,1773,3.5730,1.1528,1.0225
1337072 | Piano 7K BMS Pack [toby fox - Megalovania],3.8924,1795,3.3458,1.2382,0.9129
2122006 | Birdsong [AncuL's Hard],3.8895,967,4.0558,1.0779,0.9386
786381 | Preserved Valkyria [EXHAUST],3.8894,1107,3.9477,1.1240,0.9990
344008 | Grow Slowly (TV Size) [7K SC],3.8875,765,3.7667,1.2009,0.9059
204361 | ChaiN De/structioN (siilento's solid remix) [Insane],3.8853,1373,3.9994,1.3417,0.9234
4494948 | Uplift [7K | Floating],3.8847,677,3.5539,1.0051,0.9171
609857 | reverb [Hyper],3.8845,2481,3.8884,1.1060,0.9781
3184650 | Hanshoku-ki (Cut Ver.) [7K Lust],3.8804,1566,3.8390,1.1438,0.9955
3880270 | Keitai Renwa [Expert],3.8781,1273,3.7539,1.1407,0.9562
4468695 | Burning Star [Hyper],3.8781,2132,3.4168,1.0488,0.9899
4522142 | Paranoid Lost (Cut Ver.) [Tropicar's Hard],3.8768,1507,3.4017,1.1324,0.9069
1031787 | Wizdomiot [Hyper],3.8764,884,4.1338,1.1399,0.9836
2979008 | Baby Sweet Berry Love [Hard],3.8759,974,3.7652,1.0809,0.9701
684852 | Asayake no Starmine (Anime Ver.) [Lv.16],3.8759,756,3.7929,1.1757,0.9775
4594368 | Honto no Kimochi (TV Size) [Can I be honest?],3.8754,617,3.9987,1.0492,0.9555
1337037 | Piano 7K BMS Pack [Hans Zimmer - No Time For Caution],3.8714,1688,3.4317,1.5834,0.6921
4390021 | White Aura [Hard],3.8686,1124,3.5322,1.1039,1.0022
4584895 | Midnight (feat. METRO MEW) [the 7th midnight cure.],3.8676,1644,4.2816,1.1335,0.9826
3316552 | R [Hard],3.8674,1406,3.7023,1.0749,0.9635
1337041 | Piano 7K BMS Pack [Hitorie - One-Me Two-Hearts],3.8672,1200,3.1308,1.1324,0.8876
1832369 | Destr0yer [Hyper],3.8660,1485,3.7977,1.0838,0.9764
307303 | Milky Way [17VA's MX],3.8643,1111,3.7183,1.2532,0.9467
296897 | I Want You [7K RD],3.8637,1187,3.5355,1.1383,0.9631
1083896 | Amphisbaena [Hyper],3.8636,1101,4.1731,1.1896,0.9624
352664 | Complex Image [Lv.24],3.8603,1131,3.5630,1.2111,0.9638
938084 | Brain Power [R1's 7K ADVANCED],3.8601,1094,3.7571,1.0834,0.9646
3738788 | ALIVE (TV Size) [7K Hard],3.8593,839,3.8380,1.0021,0.9724
4360432 | Xue Mao Jiao [7K Hard],3.8582,1355,4.1434,1.1308,0.9660
3145329 | crossing field (TV Size) [Achsan's 7K Hard],3.8573,841,3.7429,1.0803,0.9581
4222100 | Ouka Ryouran [Hyper],3.8566,1186,3.6598,1.0677,0.9664
"2265881 | Hush, Little Baby - Persia [7K _KB's Lullaby]",3.8557,311,4.7731,1.0960,0.9989
4845708 | Lazy! [Insane!],3.8555,1701,3.4628,1.0653,0.9913
4451553 | Craiova [Hard],3.8533,737,3.5536,1.0878,1.0046
4287794 | Woodfairies [7K Hard],3.8529,930,4.0981,1.0509,0.9498
889094 | Fascination MAXX [SitekX's 7K Standard],3.8483,840,3.8147,1.1112,1.0030
4884890 | Gregorius | Symphony [Hardcore],3.8406,3356,3.0596,1.0067,1.0670
4600164 | Mahiru no Sora no Tsuki (TV Size) [Insane],3.8360,699,3.6428,1.0758,0.9530
344242 | Koi Yomi Zakura [7K Lv.19],3.8342,1063,3.7613,1.2681,0.8897
2560419 | Girlish Lover (TV Size) [7K HD],3.8291,841,3.7513,1.0474,0.9479
4115623 | Mad Piano Party II [CTCT's Hard],3.8272,1550,3.4611,1.0571,1.0180
2655049 | Yakusoku (Cut Ver.) [Lulu's Hard],3.8233,499,4.2333,1.1326,0.9663
1357524 | Signal Graph Short ver [Hard],3.8223,772,3.5722,1.1377,0.9494
1322827 | Piano 7K BMS Pack [Boom Boom Satellites - Lay Your Hands On Me],3.8222,952,3.8699,1.1473,0.9862
1598823 | heartbeat from you feat. yuikonnu (Cut Ver.) [HD],3.8216,1118,3.9359,1.1256,0.9870
1637837 | Mach Sigma - For Dream Dance Act 1 [Epilogue],3.8200,790,3.6317,1.0274,0.9673
3470133 | M2U Pack [Promise 7K],3.8182,1532,3.3073,1.1576,0.8915
1230869 | over the top [Sulit [HD]],3.8174,946,3.7043,1.0550,1.0188
4003231 | Xecus [Hyper],3.8165,1401,3.4642,1.0757,1.0040
4288338 | Starlight Wonder [Hard],3.8164,1926,3.6240,1.1051,0.9551
803398 | HAELEQUINZ -the clown of 24stairs- [Hyper],3.8160,2118,3.8225,1.1579,1.0137
3092461 | Timeline [Renaissance | HD],3.8158,1159,3.6800,1.0689,0.9747
364664 | Won(*3*)Chu KissMe! (TV Size) [richard's 7K MX],3.8146,904,3.7144,1.1698,0.9561
2444750 | Dori Dori (TV Size) [7K // Hard],3.8135,897,3.4537,1.0933,0.9309
1613216 | Mirai Puzzle [Insane],3.8118,1070,3.5853,1.0786,0.9406
2807831 | Honey & Devil (Short Ver.) [7K Hard],3.8095,1137,3.6846,1.1990,0.9339
280359 | Chaosmaid [Normal],3.8083,1495,4.1340,1.1269,0.9763
4577035 | Rabbit Hole [Hard // VVIP],3.8079,1496,3.8745,1.1503,0.9789
708786 | Ai no Scenario [Zevioz's 7K MX],3.8038,745,3.7126,1.2754,0.9424
977908 | Inixia [ADVANCED],3.7993,1197,3.8793,1.0627,1.0286
2222812 | LOSHAXI [HYPER],3.7986,1123,3.7946,1.0601,1.0455
1356617 | Mama ft. William Singe [7K Insane],3.7972,737,3.7849,1.1763,0.9627
2829641 | Qilin's Prance [Cloud-Strider | Hard],3.7961,557,4.1640,1.0267,0.9911
382985 | STRIKE THE BLOOD [Hinagi's 7K MX],3.7928,913,3.6310,1.0936,1.0053
2448402 | Palette Dance [7K Hard],3.7886,2165,3.8715,1.0504,0.9791
410908 | +Danshi [7K HD],3.7881,1681,3.9697,1.1057,0.9468
254329 | Frozen World [Hard],3.7853,2636,3.7386,1.1803,1.0214
414170 | G Free ~ Final Dream [Hard],3.7849,1773,3.9540,1.0926,1.0117
272853 | Zhong Ai Qing You (Speed up Version) [7K Hard],3.7840,1262,3.5873,1.1619,0.9360
233144 | Burst The Gravity (TV Size) [Entozer's 7K MX],3.7823,697,3.9429,1.2462,0.9317
3613255 | People People feat. Nanahira [7K Hyper],3.7798,2043,3.5828,1.1102,1.0109
737243 | Pochiko no Shiawase na Nichijou [Hyper],3.7764,1138,3.6828,1.2486,0.9278
4678815 | Leschenaultia [Insane],3.7750,1557,3.2647,1.0647,1.0176
4517782 | Laur-chan Taisou Daiichi [Alptraum's Hard],3.7737,974,4.1303,1.1939,0.9525
"3912853 | Chu, Tayousei. [Einen x Syr's Hard]",3.7720,1532,4.0221,1.0416,1.0109
4179892 | Thrilling One-way [Hard],3.7713,1248,3.6037,1.0324,0.9408
1337095 | Piano 7K BMS Pack [Zektbach - ZETA ~sosuu no sekai to chouetsusha~],3.7647,1256,3.6929,1.2400,0.8028
1163472 | Pink Love (feat. Lency) [7K Insane],3.7640,1036,3.7101,1.1896,0.8642
4598840 | Back to the WORLD [Hard],3.7631,1250,3.8516,1.0718,0.9853
555817 | OVER DRIVE [Hard],3.7624,1312,3.8177,1.2024,1.0006
4152457 | Paper Bouquet (TV Size) [7K Hard],3.7619,909,3.6915,1.0846,0.9855
556970 | Christmas Memories [Hard],3.7616,938,3.7417,1.1742,0.9329
4585945 | zeeros [Hard],3.7575,1202,3.8094,1.0669,0.9404
1255017 | Piano 7K BMS Pack [Sonic Adventure 2 - City Escape (Escape from the City)],3.7562,1805,3.0606,1.0433,0.9648
1322813 | Piano 7K BMS Pack [Len & Rin - The Straight Faced Girl],3.7551,3042,3.1179,1.5073,0.8402
1168833 | If you went out with friends in a way [Insane],3.7541,584,3.3806,1.1166,0.9377
1874588 | Re:TrymenT [Amii's 7K HarD],3.7532,754,3.8632,1.0973,0.9241
293206 | Kimi ga Yume wo Tsuretekita (TV Size) [Hanyuu's 7K MX],3.7520,832,3.6878,1.2356,0.9150
583879 | Tsuki ni Murakumo Hana ni Kaze [Kawa's Normal],3.7516,1709,3.5944,1.1972,0.9261
1927129 | Altros [7K Hyper],3.7500,885,3.9782,1.0958,0.9814
4578895 | Samsa [Dzar03's Hard],3.7490,1901,3.8122,1.0887,0.9837
1143367 | Mousou Katharsis [_UJ's HD],3.7488,1396,4.0042,1.2587,0.9001
4322721 | Himiko [Hyper],3.7461,1272,3.6014,1.1052,0.9839
823284 | STORIA [Zan's 7K Hard],3.7444,1798,3.9964,1.1558,0.9340
298848 | future gazer (TV Size) [7K HD],3.7427,683,3.9024,1.1125,0.9585
695198 | PSI-missing(TV Size) [Shin's Hard+],3.7376,935,3.3818,1.1236,1.0209
343149 | Airman ga Taosenai (SOUND HOLIC Ver.) [KK's Hard],3.7358,2183,3.4714,1.1868,0.9330
368650 | HesitationSnow [7K Rumi's HD],3.7354,1106,3.8644,1.1931,0.9161
3374144 | Newspapers for Magicians [Hard],3.7332,2243,3.9672,1.0793,1.0170
3885407 | Hologram (TV Size) [7K Hard],3.7329,763,3.7717,1.0632,0.9403
596409 | Shanghai Kouchakan ~ Chinese Tea Orchid Remix [ADVANCED],3.7318,1169,3.7569,1.1609,0.9811
1612208 | Yuki wa Doko ni? Kimi no Mune ni! [7K Expert],3.7316,1226,3.2013,1.0979,0.8881
4673267 | dorchadas [hard],3.7307,1176,3.7048,1.0565,0.9705
971752 | John Cena Theme Djent Cover [Hard],3.7291,726,3.9849,1.1272,0.9918
4226495 | Koi Sekai (TV Size) [Ham's Hard],3.7282,795,3.8747,1.0098,0.9744
3466991 | Pure Ruby [Hyper obj. Blocko],3.7267,1292,3.6171,1.0856,1.0249
4599961 | Sairai [7K // Goodbye],3.7264,1124,3.8254,1.0750,0.9122
367646 | Kirai na WaKe Lychee [7K LV.20],3.7248,810,3.7534,1.1217,0.9896
2122813 | Reaction feat. Slyleaf [Hard],3.7246,893,4.0330,1.0911,0.9427
4248289 | Submerged City [Insane],3.7234,1665,3.4538,1.0835,0.9556
727075 | Imprinting [Hyper],3.7234,1028,3.8388,1.1804,0.9591
1905811 | Upload Your Mind :: Download My Soul [Hard],3.7230,2427,3.9922,1.2993,0.9785
4124815 | Cat Loving (kageminori bootleg) [7K // Insane],3.7230,1046,3.3773,1.0407,1.0060
4518820 | Poem of Rapture [ExNeko's 7K Hard],3.7220,1828,3.9132,1.0941,0.9619
3871004 | Tada Koe Hitotsu [7K Voice],3.7201,1451,3.7079,1.1247,0.9628
3894805 | Rendezvous (TV Size) [Insane],3.7198,724,4.0924,1.0909,0.9604
259260 | Flip Flap [Insane],3.7174,1082,3.6874,1.1199,0.9832
1122255 | Panic! Pop'n! Picnic! [Wonki's Hyper!],3.7172,1243,3.7822,1.2409,0.9705
304343 | Zirkfied [Another],3.7169,1205,3.8183,1.1974,0.9511
3176956 | Careless (TV Size) [Hard],3.7166,833,3.8762,1.0620,0.9599
3587466 | Celestial Horizon [McEndu's Hard],3.7131,1383,3.5889,1.1593,0.9842
1547802 | For UltraPlayers [NOVICE],3.7129,1060,3.9276,1.0577,1.0437
369292 | Vidro Moyou [PC's 7K HD],3.7092,2147,3.8738,1.1669,0.9866
1351133 | Hold Angel [Hard],3.7084,1026,3.5337,1.0530,0.9936
3853869 | Chaos ga Kiwamaru (TV Size) [Zero to Ichi // Hard],3.7066,799,3.9890,1.0722,0.9769
1235508 | Happy*Pretty*Clover [7K Hard Lv. 18],3.7042,1043,3.5210,1.0830,0.9240
1567624 | Epollo [feel the beat],3.7035,1266,4.1915,1.2161,0.9633
1255024 | Piano 7K BMS Pack [toby fox - Battle against a true hero],3.7031,1839,3.3126,1.1261,0.9764
397401 | VOICE (TV Size) [7K HD],3.7025,705,3.7989,1.0696,0.9846
4761721 | Five [Insane],3.6979,1155,3.5439,1.0958,0.9923
445453 | Soul Release short ver [Hard],3.6973,829,3.4403,1.1637,0.8929
4115220 | border (TV Size) [7K Hard],3.6968,790,3.9714,1.0097,0.9638
2769815 | Mach space journey [Hard],3.6967,1076,3.6393,1.1281,1.0270
1212100 | Sennen no Kotowari [ADVANCED],3.6956,1065,3.8022,1.1610,0.9871
588729 | Valhalla [Hyper],3.6934,1234,4.1450,1.0997,0.9746
1149076 | crystallized [Hard],3.6882,1683,4.0172,1.1376,0.8904
3605512 | Ki ga Kurutta Noise [Hyper],3.6861,1254,3.8835,1.0583,0.9661
416013 | MASAYUME CHASING (TV Size) [7K Insane],3.6844,659,3.7775,1.1013,0.9456
4004368 | GIMME DA BLOOD [Ash's Present],3.6825,1303,3.7916,1.1350,0.9763
4089433 | Triumphal Return [Roxas' 7K Hyper],3.6785,1723,3.2324,1.0238,1.0130
465237 | OVERDRIVERS [ADVANCED],3.6772,869,4.1606,1.0948,0.9968
"389995 | My Soul, Your Beats! (TV Size) [7K SC]",3.6747,757,3.4915,1.3262,0.9165
2232204 | Floating Garden [Rem's Hyper],3.6735,1305,3.4742,1.1396,1.0090
2107639 | Game Over (feat. TORIENA) [[HD] Your Adventure Ends Here.],3.6709,2410,3.6698,1.1295,0.9657
279081 | Shining Collection [HD],3.6699,1235,4.3201,1.2700,0.9510
3644843 | Unwelcome School [Insane],3.6689,1581,3.2678,1.0801,0.9107
350282 | Zephyros [Tanamii's 7K Hyper],3.6685,1951,3.8490,1.1504,0.9491
3743114 | Positive*Dance Time [Hytex's 7K Hard],3.6684,1270,3.4516,1.0392,0.9984
3332478 | licca [special],3.6673,1243,3.4967,1.1058,0.9081
4040544 | YELL EX MAKINA! [Hard!],3.6673,1384,3.8582,1.1243,0.9617
3192595 | carnation [7K Lv.21],3.6668,1137,4.0490,1.2025,0.9654
217675 | Sweet Rain [Insane],3.6655,1111,3.6691,1.2363,0.9222
818975 | The Glory Days [HD],3.6650,1790,4.0386,1.2853,0.9759
4763888 | Feral (osu! edit) [Hyper],3.6629,2070,3.6025,1.1951,1.0282
3794358 | CALL [Hyper],3.6622,1043,3.7945,1.0149,1.0216
3180330 | neko nipples [Insane],3.6616,606,3.3372,1.0253,0.9386
4562709 | Andante (TV Size) [Hard],3.6593,647,4.0017,1.1020,1.0682
740051 | Gate [Hard],3.6586,538,3.8553,1.1658,0.9555
1052329 | Schur's Theorem [Hyper],3.6581,989,3.8269,1.1140,1.0216
3637995 | End to end [ADVANCED],3.6567,989,3.9132,1.1397,1.0059
4200382 | HARAJUKU IYAHOI [WAN TSU IYAHOI!],3.6558,2109,3.5621,1.1126,0.9285
592219 | ZZ [LordRaika's HD],3.6543,1029,3.7716,1.2648,0.9840
4011880 | Hikari Sasu Mio no Yuzuriha [ADVANCED],3.6492,1075,3.8392,1.0421,1.0078
"219359 | Utakata, Ai no Mahoroba [LV.21]",3.6491,842,3.7800,1.1085,0.8934
1212852 | Zen Zen Zense [Kaito's 7K Hard],3.6483,371,3.4914,1.0801,0.9004
436089 | AVALON [Pew's Lv.17],3.6481,1139,3.6538,1.1783,0.9528
3794349 | Stella-rium (TV Size) [Hard],3.6458,845,3.5502,1.0514,0.9255
914145 | XY&Z [50% Forme [7K Lv.18]],3.6442,988,3.3564,1.0518,1.0419
4069906 | CO5M1C R4ILR0AD [HYP3R],3.6437,1467,3.3746,1.0795,1.0411
3865151 | You're Just Like Pop Music [Insanely agree that I'm at my twenties],3.6428,2143,3.8562,1.0746,1.0022
3692000 | Triumphal Return [Hyper],3.6424,1519,3.3457,1.0603,1.0035
760454 | Aragami [7K Hyper],3.6357,938,3.9178,1.0457,0.9857
1249891 | Lemuria [Hyper],3.6356,1377,3.8215,1.0795,0.9819
565427 | Halloween Party [Hard],3.6345,977,3.7225,1.1158,0.9552
4264141 | Sunset [Nicknem's Hard],3.6340,1469,3.4757,1.1059,0.8944
3721930 | ricky bobby [hd],3.6327,1089,3.6934,1.0539,1.0110
1291906 | Nevereverland [Hard],3.6257,2561,3.7446,1.1552,0.9677
412183 | Fiat Lux [ADVANCED],3.6250,891,4.0506,1.0926,1.0085
1915266 | Tachiagare! (TV Size) [National Idols],3.6240,749,3.6807,1.0521,0.9732
3368111 | Jade Star [Hyper],3.6220,1200,3.5370,1.0960,0.9721
455528 | Aihana (Love+ Edit) [Hyper],3.6215,960,3.7157,1.2233,0.9275
1337080 | Piano 7K BMS Pack [Valkyrie - Ikusa Otome],3.6170,1101,3.1184,1.1173,0.8482
829079 | Secret Kakuranger TEKINA Remix [Zenx's 7K Hard],3.6159,2865,3.4370,1.3192,0.9103
"3673033 | Hanyamaru Manten, Zenitendou. (TV Size) [7K Pspspsp]",3.6148,381,3.4807,1.0710,0.9442
503981 | Resonant World [Ichi's HD],3.6133,774,3.6486,1.0225,0.9677
3812154 | Bulls in the Bronx [insane],3.6127,2439,3.6500,1.1309,0.9225
465094 | IGNITE (TV size ver.) [Rumi's 7K Lv. 17],3.6124,685,3.9377,1.2872,0.9435
4663991 | Vomit [Wonki's Hard],3.6099,1378,3.8681,1.1480,1.0083
465222 | Taekwonburi [7K HD],3.6065,1065,3.7164,1.0912,0.9257
3515147 | Frontier Explorer [Hard],3.6053,1739,3.4202,1.1011,1.0277
1053554 | Ori and The Blind Forest (POS remix) [Biasa [NM]],3.6043,169,4.4529,1.0787,0.9885
1337044 | Piano 7K BMS Pack [KOTOKO - Light my Fire],3.6023,1367,3.6141,1.2337,0.8144
4342495 | Kokuhaku Bungee Jump (TV Size) [Ainer's Hard],3.6023,914,3.6560,1.0063,0.9503
4490748 | Zelda-hime no Thema [7K | Comforting],3.6022,167,4.8990,1.0208,1.0362
273799 | Koi wa Chaos no Shimobenari (TV Size) [LV.21],3.6009,907,3.4723,1.2787,0.8884
